ident;DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;kosten;totale belasting;oeverlengte;% beschoeid;% bebost;% overig ongeschikt;Ganzen beheren;Natuurvriendelijk onderhouden;belastingreductie opmerking;hulpkolom (km);hulpkolom;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
331;;;;Beperken externe fosfaatbelasting: Kerkelanden in Hilversums kanaal;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR10;Beide bronnen worden gedefosfateerd: capaciteit van technische systemen is een aandachtspunt.;;NL11_6_8;NL11_6_4;9;n;j;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;concept;geen;SGBP3;;;2.115472296;269.1;6;40;0;ja;nee;0;;;0.2143;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20190916;Vecht;;;
332;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken in EAG4;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;BR01;De belasting uit EAG 4 naar EAG 5 wordt met 20% verminderd (door afplaggen, uitkopen langjarige pachtcontracten, saneren vuilstort, aankopen en inrichten gronden NNN als nat schraalland in de zuidoost hoek van EAG4, PAS maatregel verminderen bemesting op verpachte gronden, opheffen lokale onderbemalingen).;;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1;concept;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;0.0927;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20190916;Vecht;;;
333;;;;Afvoer SAP via defos ANKO-zuid;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM12;Netto effect gering, enerzijds meer belasting uit SAP, anderzijds minder uit Hilversums kanaal;;NL11_6_7;NL11_6_4;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF1;concept;geen;SGBP3;;;2.115472296;269.1;6;40;0;ja;nee;0;;;0.04242;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20190916;Vecht;;;
334;;;;Riooloverstort in achter de Kerk saneren/ overstortfrequentie verlagen;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;IM06;Staat in GRP Wijde meren en de fiche van provincie Utrecht;;NL11_6_8;NL11_6_4;;;;Gemeente Wijdemeren;;0;0;0;0;0;0;ESF1;concept;Waterschap Amstel Gooi en Vecht;?;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20190916;Vecht;;;
335;;;;Herstellen buffering in wortelzone van percelen van t Hol.;Kwel herstellen;;SGBP3 2021-2027;2021-2027;;Voor de terrestrische doelen is de wens om meer gebufferd water in de percelen te krijgen. Dit volgt uit het advies inrichtingsplan t Hol voor fase 2: In het Hol is het kappen van bomen de grootste klapper. En andere maatregelen om verdere veenafbraak te voorkomen (innuderen, peilopzet, greppels). Renske adviseert het peil omhoog te zetten: dit is een risiovolle maatregel die mogelijk leidt tot meer uitspoeling en afstroming. Het is niet dudielijk of het inrichtingsplan van de provincie hier voldoende uitsluitsel over geeft en daarom is er extra onderzoek nodig naar de risico`s van peilopzet (voedselrijkdom in de percelen, grondwaterstanden). ;;NL11_6_6;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4, ESF1;concept;Natuurmonumenten, Waterschap Amstel Gooi en Vecht;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;ha;;;0;Kortenhoefseplassen;2027;LM_20190916;Vecht;;;
337;;;;Vispasseerbaar maken van sluizen, gemalen en stuwen;Vis;;SGBP3 2021-2027;2021-2027;;Visveilige pomp bij het hemeltje;;NL11_6_7;NL11_6_4;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF5;;Natuurmonumenten;SGBP3;;;2.115472296;269.1;6;40;0;ja;nee;;;;0;nvt;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
408;;;;Belasting vanuit verhard oppervlak reduceren in EAG 4 en 5 ;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;"Staat in fiche provincie Utrecht is dit een maatregel van gemeente Wijdemeren? Of is dit hetzelfde als ""Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken in EAG4""?";;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
409;;;;"Herstelbeheer: plaggen of uitmijnen van graslanden; maaien veenmosrietlanden, hakhoutbeheer, petgaten opentrekken**";P-belasting verlagen;Opsplitsen?;SGBP3 2021-2027;2021-2027;;"hier is al financiele dekking voor. Of is dit hetzelfde als ""Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken in EAG4""?";;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1, ESF4;;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
;;;;Het optimaal benutten van kwelwater door afplaggen, verlanding in sloten, het graven van petgaten en doorvoeren van kwelwater in EAG4 en EAG5 kan een bijdrage leveren aan de buffering van het systeem EAG3 en EAG5 omdat het water uit EAG4 richting EAG3 stroomt.;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;hier is al financiele dekking voor. Ook opnemen voor KRW waterlichaam of is dit vooral voor EAG4?;;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten, Waterschap Amstel Gooi en Vecht;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;ha;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
;;;;Het optimaal benutten van kwelwater door afplaggen, verlanding in sloten, het graven van petgaten en doorvoeren van kwelwater in EAG4 en EAG5 kan een bijdrage leveren aan de buffering van het systeem EAG3 en EAG5 omdat het water uit EAG4 richting EAG3 stroomt.;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;hier is al financiele dekking voor. Ook opnemen voor KRW waterlichaam of is dit vooral voor EAG4?;;NL11_6_8;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten, Waterschap Amstel Gooi en Vecht;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;ha;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
411;;;;Aanleg rietoevers in zuidelijk deel petgaten EAG5;Oeverstructuur verbeteren;;SGBP3 2021-2027;2021-2027;;Dit is ook voor het bevorderen vogeldoelstellingen N2000.;;NL11_6_8;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;% van overig ongeschikt;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
412;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
412;;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;Er is al fincanciele dekking voor onderzoek (en dit is uitgevoerd?) naar reductie DW winning Loosdrecht door de provincie Utrecht: Conclusie is dat er geen reductie mogelijk is. Toch kan de reductie wel bijdragen aan het behalen van KRW doelen. Nemen we deze maatregel op en mee in de doelafleiding?;;NL11_6_6;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
413;;;;Natuurvriendelijke oevers en moerasterein langs de N201?;Beschoeiing aanpassen;;SGBP3 2021-2027;2021-2027;;Wordt bij de aanleg rekening gehouden met bescherming tegen ganzenvraat?;;NL11_6_8;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;% van beschoeid;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
414;;;;Verplaatsen lozingspunt rioolwaterzuivering Utrecht van de Vecht naar het Amsterdam Rijnkanaal t.b.v. Trilvenen, Veenmosrietland en Blauwgrasland (bron PAS maatregelen in fiche Provincie Utrecht);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;hier is al financiele dekking voor;;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;?;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;mg/m2/dag;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
;;;;Intensivering van rietbeheer langs de oevers van alle plassen.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;;"Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd.
Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.";;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;% van bebost;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
;;;;Intensivering van rietbeheer langs de oevers van alle plassen.;Open landschap herstellen;;SGBP3 2021-2027;2021-2027;;"Het gaat hier zowel om een eenmalige investering (aanbrengen bescherming tegen graas, verwijderen en afvoeren van bomen, infrastructurele aanpassingen zoals het aanleggen van een loswal en aanschaf boten) als om een uitbreiding van de stucturele financiering (SNL geld) voor een intensivering van het beheer en onderhoud, zodat hout beter verwijderd kan worden en takken kunnen worden afgevoerd.
Natuurmonumenten werkt uit waar het van belang is rietoevers te herstellen en verbeteren, waar kansrijke locaties liggen (daar waar de graasdruk niet te groot is en legakkers stevig genoeg zijn), waar infrastructurele maatregelen nodig zijn en schat de kosten van investeringen en structureel geintensiveerd rietbeheer.";;NL11_6_6;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF4;;Natuurmonumenten;;SGBP3;;2.115472296;269.1;6;40;0;ja;nee;;;;;% van bebost;;;0;Kortenhoefseplassen;2027;LM_20191017;;;;
;;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;nw versie;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_6;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Natuurmonumenten;;SGBP3;;;269.1;6;40;0;ja;nee;;;;;1/0;;;0;;2027;GH_20191210;;;;
;;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;nw versie;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_8;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Natuurmonumenten;;SGBP3;;;269.1;6;40;0;ja;nee;;;;;1/0;;;0;;2027;GH_20191210;;;;
;;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;nw versie;SGBP3 2021-2027;2021-2027;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;;NL11_6_7;NL11_6_4;;;;Provincie Noord-Holland;;0;0;0;0;0;0;ESF6;;Natuurmonumenten;;SGBP3;;;269.1;6;40;0;ja;nee;;;;;1/0;;;0;;2027;GH_20191210;;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_6;NL11_6_4;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;269.1;6;40;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_8;NL11_6_4;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;269.1;6;40;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
;;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;Geldt voor alle waterlichamen. ;;NL11_6_7;NL11_6_4;;;;Waterschap Amstel Gooi en Vecht;;0;0;0;0;0;0;ESF4, ESF6;;Gemeente Hilversum, Stichtse Vecht en Wijdemeren, Provincie Noord-Holland en Utrecht;SGBP3;;;;269.1;6;40;0;ja;nee;;;;1;1/0;;;0;;2027;GH_20191205;;;;
338;71343;NL11;91087;Beperken inlaat/aanvoer gebiedsvreemd water naar Oostelijke Binnenpolder;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IN02;Het gaat om het uitvoeren van een set waterbeheermaatregelen om de inlaat/aanvoer van gebiedsvreemd water naar de polder zoveel mogelijk te beperken;WB;NL11_6_9;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=24000.00;0;0;0;1;0;0;ESF1;;natuurmonumenten;;;;;370.5;0;35;0;ja;nee;;;;0;mg/m2/dag;;;1;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
339;71344;NL11;91093;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassen, fase 2;Baggeren;dubbel?;SGBP1 2009-2015;2009-2015;BE04;Het gaat om het baggeren van een geschatte 8 hectare eutrofe waterbodems in de Tienhovense plassenDe maatregel wordt door Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_5_8;NL11_6_5;120000;m3;j;Natuurmonumenten;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=1248000.00;0;0;26500;0;0;93500;ESF1;uitgevoerd;;;;;0.553;370.5;0;35;0;ja;nee;;;;0;% van overig ongeschikt;;;1;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
340;71342;NL11;91080;Uitvoeren herstel- en inrichtingsmaatregelen Tienhovense plassen, fase 1;Open landschap herstellen;dubbel?;SGBP1 2009-2015;2009-2015;BE06;De maatregel betreft het verwijderen van boom- en groenopslag langs watergangen in het legakkergebied van het centrale deel van de plas en rondom de petgaten.De maatregel wordt als onderdeel van één maatregelpakket met:- Uitvoeren herstel- en inrichtingsmaatregelen Hollands Ankeveense plassen, fase 1 - effect 1,- Uitvoeren herstel- en inrichtingsmaatregelen Stichts Ankeveense plassenen- Uitvoeren herstel- en inrichtingsmaatregelen Kortenhoefse plassen, fase 1 - effect 1door Natuurmonumenten in het kader haar LIFE-subsidiecontract met de EU uitgevoerd.De uitvoering van de maatregel loopt overeenkomstig de duur van het subsidiecontract van 2013 tot en met 2018.;WB;NL11_5_8;NL11_6_5;3.4;km;j;Natuurmonumenten;Investering per planperiode=244000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;3.4;0;0;ESF4;uitgevoerd;;;;;;370.5;0;35;0;ja;nee;;129.675;;0;% van bebost;;;1;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
341;71345;NL11;91094;Uitvoeren herstel- en inrichtingsmaatregelen Westbroekse zodden en Molenpolder, fase 1;Open landschap herstellen;;SGBP1 2009-2015;2009-2015;BE06;De maatregel betreft het verwijderen van boom- en groenopslag in de Westbroekse zodden en Molenpolder.;WB;NL11_6_11;NL11_6_5;4;km;j;Staatsbosbeheer;Investering per planperiode=244000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;4;0;0;ESF4;;;;;;;370.5;0;35;0;ja;nee;;129.675;;0;% van bebost;;;1;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
342;71383;NL11;NL11_0154;Onderzoeken maatregelen Oostelijke Binnenpolder en Molenpolder, Westbroek - fase 2;Onderzoek;;SGBP1 2009-2015;2009-2015;S01;Het gaat om het in samenhang uitvoeren van drie deelonderzoeken:1 Onderzoeken effecten van peildynamiek in combinatie met beheermaatregelen op de verdeling neerslagwater/kwel in de bodem2 Onderzoeken effecten van de aanleg van een bufferzone en de mogelijkheden om het beheer vorm te geven via groenblauwe diensten3 Onderzoeken effecten van het stimuleren van verlandingsprocessen in Oostelijke Binnenpolder;WB;NL11_6_9;NL11_6_5;3;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=420000.00|Beheer en Onderhoud per planperiode=0.00;0;0;3;0;0;0;ESF4;;Staatsbosbeheer, Natuurmonumenten;;;;;370.5;0;35;0;ja;nee;;;;0;nvt;;;1;MolenpolderTienhove;2016;LM_20190916;Vecht;;;
343;71393;NL11;NL11_0194;Onderzoeken maatregelen Oostelijke binnenpolder en Molenpolder, Westbroek - fase 1;Onderzoek;;SGBP1 2009-2015;2009-2015;S01;Het gaat om het onderzoeken van de mogelijkheden om het wateroverschot van de Grote Maarsseveense plas te benutten voor de waterbehoefte van de noordoostelijk ervan gelegen Molenpolder;WB;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=48000.00;0;0;1;0;0;0;ESF4;;Staatsbosbeheer, Natuurmonumenten;;;;;370.5;0;35;0;ja;nee;;;;0;nvt;;;1;MolenpolderTienhove;2016;LM_20190916;Vecht;;;
344;71324;NL11;91039;Realiseren 10% minder kwel Bethunepolder;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;IN14;Het gaat maatregelen die zowel voor de omliggende oppervlaktewater- als het onderliggde grondwaterlichaam van toepassing zijn. Daartoe is dit een samenwerkingsproject tussen waterschap AGV en de provincie Utrecht, onder regie van de laatstgenoemde organisatie.;MW;NL11_6_10;NL11_6_5;1;n;j;Provincie Utrecht;Investering per planperiode=3656250.00|Beheer en Onderhoud per planperiode=18000.00;0;0;1;0;0;0;ESF1;uitgevoerd;Waterschap Amstel Gooi en vecht;;;;0.553;370.5;0;35;0;ja;nee;beperken wegzijging, gerealiseerd;;;0;mg/m2/dag;;;1;MolenpolderTienhove;2016;LM_20190916;Vecht;;;
345;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;niet relevant voor molenpolder en obt;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_6_10;NL11_6_5;30;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;geen;;;;;370.5;0;35;0;ja;nee;;;;0;1/0;;;1;MolenpolderTienhove;2016;LM_20190916;Vecht;;;
346;76526;NL11;91094;Uitvoeren herstel- en inrichtingsmaatregelen Westbroekse zodden en Molenpolder, fase 1;Open landschap herstellen;;SGBP2 2015-2021;2015-2021;BE06;De maatregel betreft het verwijderen van boom- en groenopslag in de Westbroekse zodden en Molenpolder. Deze maatregel heeft ook invloed op ESF2, lichtklimaat.;WB;NL11_6_11;NL11_6_5;4;km;j;Staatsbosbeheer;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;4;0;0;0;0;ESF1, ESF2, ESF7;;;;;;;370.5;0;35;0;ja;nee;;129.675;;3.08;% van bebost;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
347;76523;NL11;91087;Inlaat beperken Oostelijke Binnenpolder.;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN14;Ook flexibel peil. Alleen omhoog tov huidige peil. Afkoppelen van hoogwaterziening voor lintbebouwing langs de dwarsdijk. Het stukje taartpunt is nog niet aangekoppeld. Doel is verlaging externe P belasting en meer kwel in wortelzone terrestrisch.;WB;NL11_6_9;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;uitgevoerd;natuurmonumenten;;;;2.198887565;370.5;0;35;0;ja;nee;;;;0;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
348;;;;Herstel kanostuwen Maarsseveense zodden;P-belasting verlagen;;SGBP2 2015-2021;2019;IM12;Let op: herstel van eerdere maatregel. Is waarschijnlijk kapot gemaakt en gebiedsproces nodig.;WB;NL11_6_10;NL11_6_5;1;n;?;Waterschap Amstel Gooi en Vecht;;0;0;1;0;0;0;ESF1;uitgevoerd;geen;operationeel beheer;;;2.198887565;370.5;0;35;0;ja;nee;;;;0;mg/m2/dag;;;0;MolenpolderTienhove;nvt;LM_20190916;Vecht;;;
349;76522;NL11;91081;Flexibel natuurpeil in Molenpolder en Westbroekse zodden;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN14;Moet nog gebeuren: externe aanvroer van water uit Nedereindse vaart gaat omlaag. Peilmarges gaan zowel omhoog als omlaag in vergelijking met huidig peilbesluit.;WB;NL11_6_11;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;;Staatsbosbeheer, Natuurmonumenten;;;;2.198887565;370.5;0;35;0;ja;nee;losgelaten na evaluatie;;;0;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
350;76524;NL11;91092;Flexibel peil taartpunt polder Maarsseveen-Westbroek;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IN14;Alleen het flexibel peil is ingesteld, maar watert nog af via agrarisch taartpunt. In de toekomst moet taartpunt natuur ook afwateren via OBT.;WB;NL11_6_9;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;;Natuurmonumenten;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76558;NL11;MT-xx;Baggeren t.b.v. watervegetaties en verlanding Molenpolder-West en legakkerherstel Molenpolder;Baggeren;;SGBP2 2015-2021;2015-2021;BE04;LIFE+ maatregel C16: in Molenpolder Natuur is strijklengte verkort. In EAGXX is eutrofe bagger verwijderd.;WB;NL11_6_11;NL11_6_5;50000;m3;j;Staatsbosbeheer;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;50000;0;0;0;ESF1;uitgevoerd;;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;% van overig ongeschikt;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
;76558;NL11;MT-xx;Baggeren t.b.v. watervegetaties en verlanding Molenpolder-West en legakkerherstel Molenpolder;Baggeren;;SGBP2 2015-2021;2015-2021;BE04;LIFE+ maatregel C16: in Molenpolder Natuur is strijklengte verkort. In EAGXX is eutrofe bagger verwijderd.;WB;NL11_6_10;NL11_6_5;50000;m3;j;Staatsbosbeheer;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;50000;0;0;0;ESF1;uitgevoerd;;;;;2.198887565;370.5;0;35;0;ja;nee;;;;?;% van overig ongeschikt;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
352;76576;NL11;V-xx;Beperken fosfaatbelasting rwzi Utrecht (autonoom);P-belasting verlagen;;SGBP2 2015-2021;2015-2021;IM01;Deze maatregel wordt genomen in waterlichaam Vecht, maar heeft ook een positief effect voor Molenpolder en Tienhoven en Wijde Blik. ;MW;NL11_6_10;NL11_6_5;1;n;j;HDSR;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;;Waterschap Amstel Gooi en Vecht;;;;;370.5;0;35;0;ja;nee;;;;?;mg/m2/dag;;;1;MolenpolderTienhove;2021;LM_20190916;Vecht;;;
