ident;DBID;Namespace;LokaalID;Naam;Vertaling naar doelen-model;SGBPPeriode.omschrijving;UitvoeringIn;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;Kosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;afweging;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kosten;totale belasting;totale oeverlengte;belastingreductie opmerking;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;WL_naam;Effect verwacht vanaf;aangepast;gebiedsteam;;;
144;71352;NL11;91115;Onderzoeken optimalisatie Vinkeveenboezem;;SGBP1 2009-2015;2009-2015;IN02;Een onderzoek naar de mogelijkheden om de waterafvoer van een deel  van de tussenboezem via nieuw gemaal Mennonietenbuurt naar Amstel af te voeren.Onderzoek heeft geresulteerd in het aanleggen en vispasseerbaar maken van een nieuwe gemaal Pondskoekersluis;WB;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=2295000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;296.9020862;geen: sgbp2;0;mg/m2/dag;;;1;Vinkeveenseplassen;2016;LM_20190916;Amstel;;;
145;71353;NL11;91116;Defosfateren Vinkeveense plassen;;SGBP1 2009-2015;2009-2015;IM12;Het gaat om het toepassen van beheermaatregelen om de wateraanvoer naar de Vinkeveense plassen te defosfateren;WB;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=4483000.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;1.338040042;296.9020862;vermindering P conc van 0.2 mg/l naar 0.15 mg/l;0.284510011;mg/m2/dag;;evaluatie maatregelen tussenboezem Vinkeveen, 2016;1;Vinkeveenseplassen;2016;LM_20190916;Amstel;;;
146;71354;NL11;91117;Onderzoeken maatregel natuurvriendelijke oevers Vinkeveense plassen;;SGBP1 2009-2015;2009-2015;S01;Een onderzoek naar de mogelijkheden om natuurvriendelijke oevers in het plassengebied te realiseren;WB;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=12000.00;0;0;1;0;0;0;NVT;uitgevoerd;opzoeken;;1.338040042;296.9020862;;;;;;1;Vinkeveenseplassen;2016;LM_20190916;Amstel;;;
147;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_4;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;296.9020862;;44.53531294;ha;;;1;Vinkeveenseplassen;2016;LM_20190916;Amstel;;;
148;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;296.9020862;nog te weinig P reducerend pakketten in gebied;0;mg/m2/dag;;NMI, 2019;1;Vinkeveenseplassen;2021;LM_20190916;Amstel;;;
149;;;;Polder Demmerik effectiever afvoeren;p;SGBP2 2015-2021;2015-2021;S06;Operationele instellingen gemaal Demmerik en de Ruijter aangepast: Deze maatregel zorgt ervoor dat het water uit polder Oukoop en Demmerik de zuidplas niet belast maar direct wordt afgevoerd (door gemaal de Ruijter) richting Angstel.;MW;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;afhankelijk van participatie van omgeving;;;1.338040042;296.9020862;alle belasting vanuit gemaal demmerik;0.2;mg/m2/dag;;evaluatie maatregelen tussenboezem Vinkeveen, 2016;;Vinkeveenseplassen;2021;LM_20190916;Amstel;;;
150;76564;NL11;NL11_0157;Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2;vis;SGBP2 2015-2021;2015-2021;IN15;Gemaal de Ruiter is niet passseerbaar en niet veilig voor vis. Passage wordt meegenomen bij de renoatie van het gemaal. Hier wordt 2-zijdige passage gemaakt via sluis Demmerik en het gemaal zelf?;MW;NL11_3_4;4;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF5;loopt;intern onderhoud en beheer;;;296.9020862;;;;;;1;Vinkeveenseplassen;2021;LM_20190916;Amstel;;;
151;;;;Optimalisatie (waterstromen) Vinkeveenboezem;p;SGBP2 2015-2021;2015-2021;BR01;Aanleg pondkoekersluis: realisatie in 2015. 2015-juli 2016 max capaciteit van 40 m3/min. Vanaf juli 2016 op volle (80m3/min) capaciteit.;;NL11_3_4;16;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;uitgevoerd;intern onderhoud en beheer;;1.338040042;296.9020862;0;0.284510011;mg/m2/dag;;evaluatie maatregelen tussenboezem Vinkeveen, 2016;;Vinkeveenseplassen;nvt;LM_20190916;Amstel;;;
152;;;;Optimaliseren defosfateren Vinkeveense plassen;p;SGBP2 2015-2021;2015-2021;S06;Ook defosfateren in de winter en evaluatie effectiviteit en rendement na 2 jaar.;;NL11_3_4;15;n;j;Waterschap Amstel Gooi en Vecht;opzoeken;0;0;0;0;0;0;ESF1;loopt;intern onderhoud en beheer;;1.338040042;296.9020862;verdere reductie jaarrond gem naar 0.09 mg/l;0.18967334;mg/m2/dag;;evaluatie maatregelen tussenboezem Vinkeveen, 2016;;Vinkeveenseplassen;nvt;LM_20190916;Amstel;;;
153;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_4;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;296.9020862;10% van inlaat uit gagelweg en veldhuiswetering en boezem;0.03;mg/m2/dag;;NMI, 2019;;Vinkeveenseplassen;2027;LM_20190916;Amstel;;;
154;;;;Aanleg NVO stumuleren;areaal nieuw;SGBP3 2021-2027;2021-2027;;"Gemeente, Recreatieschap en eigenaren zijn niet verplicht om de oevers op een natuurvriendelijke manier aan te leggen. Wanneer het waterschap de meerkosten (tussen een harde en een nvo) betaalt dan kan het ook als een AGV maatregel worden opgenomen. Het gaat om de aanleg van NVO`s langs legakkers. De VVP zijn door de provincie Utrecht begrensd als natuur. De meeste legakkers in de VVP hebben een harde beschoeiing, waardoor de oevernatuur grotendeels ontbreekt. Oevers zijn belangrijk voor vissen (om in te paaien), voor amfibieën en de ringslang (als leefgebied), voor waterinsecten (zoals libellenlarven), voor watervogels en zoogdieren (zoals de Waterspitsmuis en de Noordse woelmuis). Wanneer oevers ontbreken, kunnen natuurdoelen in waterrijke gebieden (o.a. KRW-doelen) niet gehaald worden.
Door de vele legakkers in de VVP is er potentieel veel oevermilieu aanwezig. Een goede natuurvriendelijke oever bestaat uit oeverplanten (o.a. gele lis, kattenstaart, egelskop, mattenbies, riet, lisdodde) die in het open water staan. Hierdoor kunnen dieren die in het water leven gebruik maken van de natuur in de oever. ";;NL11_3_4;;;;Gemeente de Ronde Venen;geen;0;0;0;0;0;0;ESF4;niet effectief;Gemeente, plassenschap;;;296.9020862;;;;;;;Vinkeveenseplassen;2027;LM_20190916;Amstel;;;
155;71363;NL11;91135;Aanleggen natuurvriendelijke oevers - fase 1;;SGBP1 2009-2015;2009-2015;IN07;Het betreft de aanleg van natuurvriendelijke oeverlas langs sloten in het agrarisch gebied ten noordwesten van de Spiegelplas;WB;NL11_3_6;1.75;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=171000.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;1.75;0;0;ESF4;niet effectief;Provincie Noord-Holland;;;34.78965353;;0.2625;ha;;;1;Spiegelplas;nvt;LM_20190916;Vecht;;;
156;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_6;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;34.78965353;;5.21844803;ha;;;1;Spiegelplas;2016;LM_20190916;Vecht;;;
157;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;34.78965353;0;0;mg/m2/dag;;NMI, 2019;1;Spiegelplas;2021;LM_20190916;Vecht;;;
158;76531;NL11;91135;Aanleggen natuurvriendelijke oevers;areaal nieuw;SGBP2 2015-2021;2015-2021;IN07;;WB;NL11_3_6;1.75;km;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1.75;0;0;0;0;0;NVT;niet effectief;Provincie Noord-Holland;;14.12754631;34.78965353;;;;;;1;Spiegelplas;2021;LM_20190916;Vecht;;;
159;76564;NL11;NL11_0157;Vispasseerbaar maken van sluizen, gemalen en stuwen - fase 2;vis;SGBP2 2015-2021;2015-2021;IN15;Het gaat om stuw de Googh tussen Stichts Ankeveen en de Spiegelplas met een de Wit-passage (2-zijdig) en om gemaal Spiegelplas. Bij het gemaal wordt geadviseerd om de pomp visveilig te maken of een viswering en bypass via sluis. Of er ook iets bij de schutsluis moet gebeuren is niet duidelijk.;MW;NL11_3_6;4;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;1;0;0;0;ESF5;loopt;intern onderhoud en beheer;;;34.78965353;;;;0;;1;Spiegelplas;2021;LM_20190916;Vecht;;;
160;76577;NL11;x;Onderzoek vispasseerbaar maken sluizen, gemalen en stuwen ;nvt;SGBP2 2015-2021;2015-2021;S01;De maatregel houdt in dat AGV gaat onderzoeken wat de meest kosteneffectieve manier is om de vismigratiebarriere tussen de Vecht en de Spiegelplas op te heffen  (het gemaal visvriendelijk te maken en/of extra schutten bij de Zanderijsluis in periodes dat vis wil trekken er er weinig vaarverkeer is). De uitvoeringstermijn hangt af van een gebiedsbrede prioritering voor het oplossen van vismigratieknelpunten, die nog plaats moet vinden.;MW;NL11_3_6;3;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;2;0;0;0;NVT;uitgevoerd;intern onderhoud en beheer;;;34.78965353;;;;0;;1;Spiegelplas;2021;LM_20190916;Vecht;;;
161;;;;Onderzoek: verminderen fosforbelasting vanuit stedelijk gebied Nederhorst den Berg;nvt;SGBP2 2015-2021;2015-2021;S06;Er komt 5x zoveel fosfor uit het stedelijk gebied dan er wordt ingelaten: in dit onderzoek wordt uitgezocht welke bronnen dit veroorzaken. ;;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;1;0;0;0;ESF1;in voorbereiding;Gemeente Wijde meren;;;34.78965353;;?;mg/m2/dag;;;;Spiegelplas;nvt;LM_20190916;Vecht;;;
162;;;;Defosfateren inlaatwater;p;SGBP3 2021-2027;2021-2027;BR10;Deze wordt gedefosfateerd;;NL11_3_6;9;n;j;Waterschap Amstel Gooi en Vecht ;opzoeken;0;0;0;0;0;0;ESF1;in voorbereiding;opzoeken;;0.743504002;34.78965353;zie factsheet;0.15;mg/m2/dag;;;;Spiegelplas;2027;LM_20190916;Vecht;;;
163;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;34.78965353;niet meer relevant: omdat al het water via de defos loopt;0;mg/m2/dag;0.2;NMI, 2019;;Spiegelplas;2027;LM_20190916;Vecht;;;
164;;;;Afkoppelen Blijkpolder en stedelijk gebied;p;SGBP3 2021-2027;2021-2027;S06;Er komt 5x zoveel fosfor uit het stedelijk gebied dan er wordt ingelaten: door bladval, foutaansluitingen, hondenpoep. Fase 1: Er zijn bronmaatregelen mogelijk door gemeente. In tweede fase heeft afkoppelen stedelijk gebied, samen met stedelijk gebied uit de Horn- en Kuyerpolder richting Vecht de voorkeur. ;;NL11_3_6;1;n;j;Gemeente Wijde meren & Hoogheemraadschap Amstel, Gooi en Vecht ;;0;0;0;0;0;0;ESF1;initiëren;Gemeente Wijde meren;;;34.78965353;niet gerapporteerd aan PBL;0.1;mg/m2/dag;;Stroom, 2017;;Spiegelplas;2027;LM_20190916;Vecht;;;
165;;;;Afkoppelen Spiegelpolder;p;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;niet gedaan: niet zo effectief, hoge kosten voor een extra gemaal en daarna weer ingelaten. Andere maatregel.;;;0.743504002;34.78965353;niet gerapporteerd aan PBL;0;mg/m2/dag;;Stroom, 2017;;Spiegelplas;2027;LM_20190916;Vecht;;;
166;;;;Omleiden waterstromen: Afvoer water Spiegelpolder loopt via de defos;p;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;in voorbereiding;opzoeken;;0.743504002;34.78965353;0;0.14;mg/m2/dag;;Stroom, 2017;;Spiegelplas;2027;LM_20190916;Vecht;;;
167;;;;Milieuservice punt inrichten voor pleziervaart;p;SGBP3 2021-2027;2021-2027;S06;;;NL11_3_6;1;n;j;Waterschap Amstel Gooi en Vecht ;;0;0;0;0;0;0;ESF1;opzoeken;opzoeken;;0.743504002;34.78965353;zit niet in de balans: schatting maken en toevoegen;0;mg/m2/dag;;;;Spiegelplas;2027;LM_20190916;Vecht;;;
168;;;;Kappen boomopslag langs de oevers.;areaal beter;SGBP3 2021-2027;2021-2027;;Kappen van de boomopslag door de eigenaren zal lokaal de kwaliteit van de natuur sterk kunnen verbeteren. Er komt minder fosfaat in het systeem (bladval) en meer licht. Bovendien verdampen bomen veel water. Minder bomen draagt bij aan minder inlaat van gebiedsvreemd water.;;NL11_3_6;;;;?;;0;0;0;0;0;0;ESF4, ESF1;;Natuurmonumenten;;;34.78965353;;;;;;;;2027;;Vecht;;;
169;;;;Lozingen uit ongerioleerde panden opheffen;p;SGBP3 2021-2027;2021-2027;;Langs het Googhpad staan nog enkele ongerioleerde woningen. Het is belangrijk deze woningen aan te sluiten op de riolering of het afvalwater te transporteren naar het milieuservicepunt (zie maatregel SBP-6 in WGP NVP 2019).;;NL11_3_6;;;;?;;0;0;0;0;0;0;ESF1;;Gemeente Wijde meren;;;34.78965353;;;;;;;Spiegelplas;2027;;Vecht;;;
170;71341;NL11;91076;Beperken juveniele ganzen door eieren rapen;;SGBP1 2009-2015;2009-2015;BE08;Het betreft het rapen van eieren om de graas door ganzen en daarmee de belasting van het milieu in het gebied te beperken.Dit is een voortzetting van de maatregel die al in de periode 2007-2009 is uitgevoerd.;MW;NL11_3_9;1;n;j;Gemeente Amsterdam;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=3000.00;0;0;1;0;0;0;ESF6;uitgevoerd;;;;7.459261991;;;;;;1;Waterleidingplas;2016;LM_20190916;Vecht;;;
171;71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;;SGBP1 2009-2015;2009-2015;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_3_7;325;km;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;0;0;325;0;0;0;ESF4;uitgevoerd;Uitvoering intern;;;54.23413152;;8.135119728;ha;;;1;WijdeBlik;2016;LM_20190916;Vecht;;;
172;71357;NL11;91124;Realiseren P-reductie rwzi Horstermeer (autonoom);;SGBP1 2009-2015;2009-2015;IM01;Het gaat om het realiseren van maatregelen om de rwzi aan de wettelijke lozingseisen te laten voldoen;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=10500000.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;54.23413152;Probleempje is, denk ik, dat deze balans gebaseerd is op de huidige waterkwaliteit van Vecht en h'sums kanaal. Daarin zitten de wat oudere maatregelen dus al verdisconteerd.;0;mg/m2/dag;;;1;WijdeBlik;2016;LM_20190916;Vecht;;;
173;76548;NL11;KH-xx;Beperken fosfaatbelasting Hilversums Kanaal;p;SGBP2 2015-2021;2015-2021;IM12;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;;;0.469439061;54.23413152;defos Kerkelandemn dubbel opgevoerd, regel verwijderen;0;mg/m2/dag;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
174;76517;NL11;91009;Aanpassen RWZI Horstermeer (kwaliteit effluent verdergaand verbeteren na evaluatie);p;SGBP2 2015-2021;2015-2021;IM01;;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;1;0;0;0;ESF1;uitgevoerd;;;;54.23413152;Probleempje is, denk ik, dat deze balans gebaseerd is op de huidige waterkwaliteit van Vecht en h'sums kanaal. Daarin zitten de wat oudere maatregelen dus al verdisconteerd.;0;mg/m2/dag;;;1;WijdeBlik;2018;LM_20190916;Vecht;;;
175;76576;NL11;V-xx;Beperken fosfaatbelasting rwzi Utrecht (autonoom);p;SGBP2 2015-2021;2015-2021;IM01;Deze maatregel wordt genomen in waterlichaam Vecht, maar heeft ook een positief effect voor Molenpolder en Tienhoven en Wijde Blik. ;MW;NL11_3_7;1;n;j;HDSR;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;;;;;54.23413152;de vecht verbeterd met 15% (boezemmodel) en 35 van de inlaat is Vecht;0.010392532;mg/m2/dag;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
176;76541;NL11;GEB-y;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 1;p;SGBP2 2015-2021;2015-2021;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;1;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;54.23413152;0;0;mg/m2/dag;;NMI, 2019;1;WijdeBlik;2021;LM_20190916;Vecht;;;
177;76516;NL11;91008;Uitvoeren beheermaatregelen oevers Wijde Blik;areaal beter;SGBP2 2015-2021;2015-2021;BE06;;WB;NL11_3_7;1;km;j;Natuurmonumenten;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0.5;0.5;0;0;0;0;ESF4;;;;0.469439061;54.23413152;;0.15;ha;;;1;WijdeBlik;2021;LM_20190916;Vecht;;;
178;76548;NL11;KH-xx;Beperken externe fosfaatbelasting: Kerkelanden in Hilversums kanaal;p;SGBP3 2021-2027;2021-2027;IM12;Deze maatregel wordt uitgevoerd in waterlichaam Kortenhoefse Plassen, maar heeft ook effect voor waterlichaam Wijde Blik: dit is de defos van Kerkelanden en Haven Hilversum (waarschijnlijk beide bronnen gelijktijdig in het kanaal gezuiverd). SGBP2 start het meetplan om te bepalen hoe deze maatregel kan worden uitgevoerd. Uitvoering zal pas in SGBP3 zijn.;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;1;0;0;0;0;0;ESF1;;;;0.469439061;54.23413152;defos Kerkelandemn dubbel opgevoerd, regel verwijderen;0.1;mg/m2/dag;;;;WijdeBlik;2027;LM_20190916;Vecht;;;
179;;;;Beperken vaarbeweging in ondiepe zone tot 3 meter.;areaal beter;SGBP3 2021-2027;2021-2027;;Het is wenselijk dat er niet gevaren wordt boven ondiepe zones in de plas omdat schroeven van schepen vegetatie kunnen vernielen en dit leidt tot opwerveling van bodemdeeltjes en de ontwikkeling van oevers remt door golfslag.;;NL11_3_7;;;;;;0;0;0;0;0;0;ESF4;;;;0.469439061;54.23413152;;;;;;;WijdeBlik;2027;LM_20190916;Vecht;;;
180;;;;Maatregelen landbouw om nutrientenbelasting op de waterlichamen te beperken fase 2;p;SGBP3 2021-2027;2021-2027;BR01;Deze maatregel wordt uitgevoerd in meerdere waterlichamen: Amstellandboezem, Vaarten Ronde Hoep, Vaarten Groot Mijdrecht, Vaarten Westeramstel, Vaarten Ronde Venen, Vaarten Zevenhoven, Tussenboezem Vinkeveen a, TussenboezemVinkeveen b, Vinkeveense Plassen, Vecht, Vaarten Vechtstreek, Stichts nkeveense Plassen, Kortenhoefse Plassen, Spiegelplas, Wijde Blik, Loosdrechtse Plassen, Steren Zodden, Molenpolder en Tienhoven, polder Kortenhoef  (in het zuidwesten zitten nog agrariers).;MW;NL11_3_7;1;n;j;Waterschap Amstel Gooi en Vecht ;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;0;0;0;0;0;0;ESF1;stimuleren;DAW, agrarische collectieven, studieclubs, bedrijven;;33.38;54.23413152;0;0.009712978;mg/m2/dag;;NMI, 2019;;WijdeBlik;2027;LM_20190916;Vecht;;;
181;;;;Vispassage operationeel beheerinstellingenplan: voorkomen dat er teveel water wordt ingelaten.;p;SGBP3 2021-2027;2021-2027;BR10;;;NL11_3_7;;;;;;0;0;0;0;0;0;ESF1;;;;0.469439061;54.23413152;0;0.01;mg/m2/dag;;;;WijdeBlik;2027;LM_20190916;Vecht;;;
182;;;;Verbeteren operationeel gebruik terugpompinstallatie: mogelijke pomp met grotere capaciteit nodig.;p;SGBP3 2021-2027;2021-2027;BR10;;;NL11_3_7;;;;;;0;0;0;0;0;0;ESF1;;;;0.469439061;54.23413152;0;0.01;mg/m2/dag;;;;WijdeBlik;2027;LM_20190916;Vecht;;;
