DBID;Namespace;LokaalID;Naam;Type maatregel voor doelen-model;Opmerkingen GtH;SGBPPeriode.omschrijving;UitvoeringIn;afweging;KRWMaatregel.code;Toelichting;KRWMaatregelNiveau.code;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;HoortbijKRWWaterlichaam;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.naam;gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);Bestuur AGV;Bestuur andere overheid;Kosten;interneKosten;beheerEnOnderhoudsKosten;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;esf;omvang tov balansen 2018, ecologische toestand t/m 2017;eenheid;EKR;litteratuurverwijzing;wkp;Effect verwacht vanaf;aangepast;gebiedsteam;Kwaliteitselementen;
;NL11;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;geldt dit echt voor alle waterlichamen: we kregen van terreinbeheerders mee dat dit niet speelt in OBT;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_6_11;Molenpolder en Westbroek;NL11_6_5;;;;Provincie Utrecht;Staatsbosbeheer, Natuurmonumenten;;SGBP3;;;;0;0;0;0;0;0;ESF6;?;1/0;;;0;2027;GH_20191210;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_6_11
;;;Instellen flexibeler peil in Maarsseveense zodden (verder uit laten zakken);P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;;"Flexpeil levert een dempend systeem op. Als het waterpeil daalt neemt de kwel in GMP toe en infiltratie uit de Zodden neemt af en vice versa bij peilstijging. De watervraag vanuit de Vecht zal hierdoor verminderen omdat GMP nog een periode na de bui extra water kan suppleren aan de Zodden. 
Het winterpeil handhaven op NAP -1.25 m zomerpeil laten uitzakken tot NAP -1.4 m. In de praktijk zakt het peil in de zomer nu uit tot -1.30 m NAP en bij uitzondering tot -1.35 m NAP, daar zou dan 10 cm bij komen. Ivm. veenafbraak moet er wel rekening mee gehouden worden dat het peil niet te lang laag komt te staan (orde 6 weken). 
Dit heeft een grote potentiele impact op de omgeving (verzakkingen van woningen). Huidige grondwateranalyse zijn onvoldoende onberbouwing voor het instellen van een nieuw peil. In een eerdere analyse bleek dat de freatisch peilen aan de Oudedijk goed gereconstrueerd kunnen worden met louter meteorologische data (Janse 2014). Dat zou betekenen dat de oppervlaktewaterwaterstanden in de Zodden niet van (groot) belang zijn in de percelen aan de Oudedijk. Dit wordt beter uitgezocht met langjarige data (actie Iris Wielink).  Een ander knelpunt is dat de fortstuw moet voorzien in het doorlaten van bootjes. Om flexibel peil in te kunnen stellen zal de huidige stuw moeten worden aangepast met een overhaal komt of het geheel vervangen wordt door een sluis.
";WB;NL11_6_10;Maarsseveense Zodden en omgeving;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;;nieuw peilbesluit nodig;;0;0;0;0;0;0;ESF6;?;mg/m2/dag;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Instellen flexibeler peil in Maarsseveense zodden (verder uit laten zakken)NL11_6_10
;;;Kreeften verwijderen: biomanipulatie.;Biomanipulatie kreeft;;SGBP3 2021-2027;2021-2027;;BE01;Vraag of dit effectief is. Wordt onderzocht. Deze maatregel heeft ook effect op ESF6, verwijdering.;WB;NL11_6_11;Molenpolder en Westbroek;NL11_6_5;1;n;j;Staatsbosbeheer;Provincie Utrecht, Waterschap Amstel Gooi en Vecht;SGBP3;;;;;0;0;0;0;0;0;ESF1, ESF6;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;SGBP3 2021-2027Kreeften verwijderen: biomanipulatie.NL11_6_11
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_6_10;Maarsseveense Zodden en omgeving;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_6_10
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_6_11;Molenpolder en Westbroek;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_6_11
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_6_9;Oostelijke Binnenpolder;NL11_6_5;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Bilt en Stichtse Vecht, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_6_9
;;;Lokaal baggeren Molenpolder Natuur en Westbroekse zodden.;Baggeren;;SGBP3 2021-2027;2021-2027;Alleen in de taartpunt lijkt het zinvol de waterdiepte te vergroten.;BE04;Dit vergt nog wat meer studie om dit in detail in kaart te brengen: Alleen in het zuid-oosten van de Molenpolder Natuur en delen van de Oostelijke binnepolder en Westbroekse zodden is de waterbodem voedselrijk en levert mogelijk P na. In lijnvormige wateren vormt nalevering geen groot probleem omdat de draagkracht erg hoog is, maar in westbroek zou waterdiepte en nalevering uit de waterbodem in de zomer wel kunnen bijdragen aan een hoge belasting. De watervegetatie is in WBZ immers sterk afgenomen. Bij Baggeren is zuigen ipv mechanisch baggeren gewenst om opwerveling en het verwijderen van intact zoveel mogelijk te voorkomen.;WB;NL11_6_11;Molenpolder en Westbroek;NL11_6_5;1;n;j;Staatsbosbeheer, Natuurmonumenten;Waterschap Amstel Gooi en Vecht;SGBP3;;;;;0;0;0;0;0;0;ESF3;15;% van overig ongeschikt;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Lokaal baggeren Molenpolder Natuur en Westbroekse zodden.NL11_6_11
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Vitens en provincie Noord-Holland hebben het onderzoek naar mogelijkheden van reductie van DW winning bij nieuw Loosdrecht uitgevoerd. Er is besloten om de actuele DW winning te handhaven. G.S. hebben besloten  dat er geen reductie van actuele DW winning bij Nieuw Loosdrecht mogelijk is mede door toekomstig tekort aan drinkwater en wateroverlast voor woonwijken rondom de drinkwaterwinning. Toch kan reductie wel bijdragen aan het behalen van KRW en natura2000 doelen. Kwelwater helpt bij bufferen van het verzurend effect van stikstof depositie. In het kader van de huidige stikstofproblematiek is heroverweging van het GS besluit wenselijk. Vitens en provincie Utrecht voeren een studie uit naar uitbreiding van DW winning bij Groene Kan.;MW;NL11_6_11;Molenpolder en Westbroek;NL11_6_5;;;;Provincie Utrecht;Staatsbosbeheer, Natuurmonumenten, Waterschap Amstel, Gooi en Vceht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;ha;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de HeuvelrugNL11_6_11
;;;Verminderen drinkwaterwinning, verharding en drainage door riolering op de Heuvelrug;Kwel herstellen;inderdaad opnemen in doelafleidin;SGBP3 2021-2027;2021-2027;;;Vitens en provincie Noord-Holland hebben het onderzoek naar mogelijkheden van reductie van DW winning bij nieuw Loosdrecht uitgevoerd. Er is besloten om de actuele DW winning te handhaven. G.S. hebben besloten  dat er geen reductie van actuele DW winning bij Nieuw Loosdrecht mogelijk is mede door toekomstig tekort aan drinkwater en wateroverlast voor woonwijken rondom de drinkwaterwinning. Toch kan reductie wel bijdragen aan het behalen van KRW en natura2000 doelen. Kwelwater helpt bij bufferen van het verzurend effect van stikstof depositie. In het kader van de huidige stikstofproblematiek is heroverweging van het GS besluit wenselijk. Vitens en provincie Utrecht voeren een studie uit naar uitbreiding van DW winning bij Groene Kan.;MW;NL11_6_9;Oostelijke Binnenpolder;NL11_6_5;;;;Provincie Utrecht;Staatsbosbeheer, Natuurmonumenten, Waterschap Amstel, Gooi en Vceht;?;SGBP3;;;;0;0;0;0;0;0;ESF1;?;ha;;;0;2027;LM_20191017;Vecht;Macrofauna_Overige Waterflora;SGBP3 2021-2027Verminderen drinkwaterwinning, verharding en drainage door riolering op de HeuvelrugNL11_6_9
;;;Vergroten waterdiepte Taartpunt natuur.;Op diepte brengen;;SGBP3 2021-2027;2021-2027;;IN12;De gemiddelde waterdiepte is nu < 35 cm. Temperatuur kan oplopen. De gemiddelde waterdiepte is nu < 35 cm. Temperatuur kan oplopen.  Overleggen met Natuurmonumenten wat wenselijk is.;WB;NL11_6_9;Oostelijke Binnenpolder;NL11_6_5;1;n;j;Waterschap Amstel Gooi en Vecht;Staatsbosbeheer, Natuurmonumenten;SGBP3;;ACTIE Laura maakt schatting van m3 obv waterdiepte vergeleken met 35cm en oppervlak. Prijs m3 baggeren met spuit.;;;0;0;0;0;0;0;ESF1;0;1/0;;;0;2027;LM_20190916;Vecht;Macrofauna_Overige Waterflora_Vis_Fytoplankton;SGBP3 2021-2027Vergroten waterdiepte Taartpunt natuur.NL11_6_9
;;;Afkoppelen Kloosterkolk;P-belasting verlagen;;Niet opgenomen in SGBP;2019;in uitvoering;IM12;De aalscholverkolonie in de Koosterkolk brengt veel P in het watersysteem die van elders afkomstig is. De hydrologische isolatie van de Kloosterkolk functioneert nu gebrekkig: stuwen zijn lek en wateroverschotten in de Kloosterkolk worden niet weggeleid naar het landbouwgebied of de Waver. Doel is dit alsnog te doen en bij voorkeur te zorgen voor lichte `onderdruk’ in Koosterkolk-compartiment. Deze maatregel is uitgevoerd, alleen de afvoer van water bij overschot (bij voorkeur richting Nellestein) is nog niet gerealiseerd en vraagt om nieuwe kunstwerken. Een stuw is hier wenselijker dan een klep of ander kunstwerk (richting polder Nellestein).;WB;NL11_7_1;Botshol;NL11_7_1;1;n;?;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;vastgesteld of operationeel beheer;;;;;0;1;0;0;0;0;ESF1;0.380809536;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;Niet opgenomen in SGBPAfkoppelen KloosterkolkNL11_7_1
71305;NL11;90916;Onderzoeken verbetering defosfatering ;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;S01;Het uitvoeren van een onderzoek naar de mogelijkheden om de defosfatering van inlaatwater naar het Natura 2000-gebied Botshol te verbeteren;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Beheer en Onderhoud per planperiode=0.00|Investering per planperiode=12000.00;;;0;0;1;0;0;0;ESF1;;mg/m2/dag;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Onderzoeken verbetering defosfatering NL11_7_1
71355;NL11;91120;Optimaliseren peilregime Botshol;P-belasting verlagen;;SGBP1 2009-2015;2009-2015;uitgevoerd;IN14;Het uitvoeren van maatregelen zodat het peil in voorjaar langer hoog wordt gehouden en in de zomer verder kan uitzakken in.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF1;0;mg/m2/dag;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP1 2009-2015Optimaliseren peilregime BotsholNL11_7_1
71380;NL11;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden EMERS;;SGBP1 2009-2015;2009-2015;uitgevoerd;BE03;Een gebiedsbrede maatregel in alle waterlichamen;MW;NL11_7_1;Botshol;NL11_7_1;30;n;j;Waterschap Amstel Gooi en Vecht;geen;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=390000.00;;;0;0;325;0;0;0;ESF4;0;1/0;;;1;2016;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis;SGBP1 2009-2015Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1NL11_7_1
76530;NL11;91119;Graven petgaten en plaggen tbv jonge verlandingen Botshol;Areaal nieuw;;SGBP2 2015-2021;2015-2021;;IN20;"maatregel C17 uit LIFE+ subsidie: graven petgaten 2,4 ha (deels incl. verwijderen 1,3 ha (moeras)bos incl. rooien stobben), verwijderen bos 0,2 ha en plaggen 2,3 ha gedegenereerd veenmosrietlandreeds voor 2015 gestart, echter pas na 2015 afgerond. 
Breedte petgaten geschat op 10 meter";WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Natuurmonumenten;Natuurmonumenten;;;Investering per planperiode=0.00|Beheer en Onderhoud per planperiode=0.00;;;0;0;1;0;0;0;ESF4;2.4;km;;;1;2021;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis;SGBP2 2015-2021Graven petgaten en plaggen tbv jonge verlandingen BotsholNL11_7_1
71355;NL11;;Optimaliseren peilregime Botshol;P-belasting verlagen;;SGBP2 2015-2021;2015-2021;;IN14;Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;;Waterschap Amstel Gooi en Vecht;geen;;;;;;0;0;1;0;0;0;ESF1, ESF4;?;mg/m2/dag;;;1;2018;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP2 2015-2021Optimaliseren peilregime BotsholNL11_7_1
;;;(tijdelijk) afkoppelen of omleiden waterstromen van Zwanengat-gebied naar de plassen ;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;In en ná neerslagrijke perioden lijken de rietlanden en (deels verjongde) petgaten van het Zwanegat-gebied slib en nutriënten af te geven aan de waterkolom. Deze worden vervolgens deels naar de plassen gevoerd. Om deze belasting weg te nemen kan het Zwanegat-gebied en het “Dwarse” van een alternatieve afvoerroute worden voorzien. Deze kan worden ingezet in perioden met een sterke uitspoeling en de daaropvolgende zomers waarin het particulair fosfor 'vrijkomt' uit de waterbodem. De afstroomrichting naar de plassen kan in die periode worden dichtgezet met een `kwaliteitsstuw’.  Dit is een ingrijpende maatregel die we graag willen met monitoring: we willen de P flux beter inzichtelijk maken. Alternatieven die genoemd worden door provincie en NMM: baggeren sloten Zwanengat (dit lijkt kostbaar om periodiek te doen) of omleiden waterstromen, zodat water uit het zwanegat via de defos naar de Wijes wordt geleidt. Bovendien is de grote waterbehoefte waar in voorzien moet worden een risico.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;ACTIE ??: Maarten vragen waar dan automatische stuwen en dammen moeten komen.;;;0;0;0;0;0;0;ESF1;0.266791907;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027(tijdelijk) afkoppelen of omleiden waterstromen van Zwanengat-gebied naar de plassen NL11_7_1
;;;Baggeren van noordelijk deel Botshol;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;Basenrijke bagger kan niet verspreid op veenmosrietland vanwege de voedingsstoffen, afwenteling (door zuurstofloosheid) door nalevering vanuit de waterbodem verkleinen. Dit is een alternatief voor afschotten van greppels om drainage te voorkomen. Meekomend voordeel is ook dat broeikasgasemissies kleiner worden. Vraag is of ook de uitstroom defosfatering moet worden meegenomen (dit leidt to een ander kostenplaatje).;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Natuurmonumenten;Waterschap Amstel Gooi en Vecht;SGBP3;;ACTIE GE: bagger per m3, ACTIE ??: schatten m3 bagger;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Baggeren van noordelijk deel BotsholNL11_7_1
;;;Drainage door begreppeling en smallere percelen verminderen.;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;Voorafgaand aan deze maatregel willen graag monitren wat er voor kwaliteit uit de greppels komt. Het is van belang dat er ook particulair materiaal mee wordt bemonsterd, want dit wordt mogelijk ook getransporteerd (in de stromende regen monsters nemen, waarbij niet alleen de bovenlaag wordt bemonsterd). Schotjes plaatsen in de winter om te voorkomen dat neerslag in de winter te snel afstroomt. Deze maatregel is alleen nuttig als het zwanegat niet wordt afgekoppeld. Hier zijn technische ontwerpen van die we uit de duinen kennen. ;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;Te weinig uitgewerkt om op kosten te brengen.;;;0;0;0;0;0;0;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Drainage door begreppeling en smallere percelen verminderen.NL11_7_1
;;;Effectiviteit defosfatering maximaliseren;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;"De toediening van IJzerchloride voor de defosfatering van het inlaatwater uit de Waver is sluipenderwijs verminderd. De toediening wordt verhoogd gericht op een maximaal zuiveringsresultaat.
In het verlengde hiervan: ten behoeve van rietoogst door dhr. Verweij zouden er tijdelijke schotten in de watergangen worden geplaatst om de verspreiding van flocculant et beperken. Dit wordt herbezien op effect op externe P-belasting. Ook de verbinding met de Bruggesloot (keerschotten ontbreken regelmatig en er is onvoldoende toezicht op het terugplaatsen van deze schotten), vaarbewerging en mogelijke opwerveling (wens is om schotten permanent te laten staan en niet door uitstroom van de defosfatering te varen), sulfaat en zuurstof in de nabezinksloten is een aandachtspunt: Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden. Vaste schotten zouden de voorkeur hebben als er geen geld/ aandacht is voor controle of schotten op tijd zijn teruggeplaatst.
";WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;ACTIE ??: Marinka vraagt na bij Winnie of er investering/ renovatie nodig is;;dosering FEChl moet hoger….;0;0;0;0;0;0;ESF1;0.044114726;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Effectiviteit defosfatering maximaliserenNL11_7_1
;;;Ganzen beheren, structureel door populatiebeperking;Ganzen beheren;;SGBP3 2021-2027;2021-2027;;BE08;Een maatregel in alle WLen waar een sterke graasdruk op helofyten bestaat. Door ganzenbeheer krijgen met name rietoevers meer kans tot ontwikkeling te komen, wat belangrijk is voor de instandhouding van de populatie Grote Karekiet en andere moerasvogels (Natura2000-doel). De provincie neemt noodmaatregelen (afvangen van ruiende ganzen en plaatsen van rasters bij bedreigde rietkragen), vooruitlopend op een structurele aanpak. Bij de aanleg van natuurvriendelijke oevers is het belangrijk jonge aanplant te beschermen (bijvoorbeeld met gaas) tegen vraat.;MW;NL11_7_1;Botshol;NL11_7_1;;;;Provincie Utrecht;Natuurmonumenten;;SGBP3;;;;0;0;0;0;0;0;ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Ganzen beheren, structureel door populatiebeperkingNL11_7_1
;;;Hydrologische isolatie tussen nieuwe natuurgebieden in polder Botshol en Nellestein goed nalopen.;P-belasting verlagen;dit is meer beheer en onderhoud dan KRW maatregel;SGBP3 2021-2027;2021-2027;;BE08;Van belang dat peil wordt geregisteerd in Nellestein.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;geen investering maar operationele kosten;;;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Hydrologische isolatie tussen nieuwe natuurgebieden in polder Botshol en Nellestein goed nalopen.NL11_7_1
;;;Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewoners;Natuurvriendelijk onderhouden EMERS;;SGBP3 2021-2027;2021-2027;;;Geldt voor alle waterlichamen. ;MA;NL11_7_1;Botshol;NL11_7_1;;;;Waterschap Amstel Gooi en Vecht;Gemeente De Ronde Venen, Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;voor planadvies, jurist, verwerken KEUR;;0;0;0;0;0;0;ESF4, ESF6;1;1/0;;;0;2027;GH_20191205;;Macrofauna_Overige Waterflora_Vis;SGBP3 2021-2027Leidende principes vastleggen in beleid van het waterschap (KEUR) en omgevingsvisies (gemeenten, provincies) om natuurwaarden te behouden bij vervangen van beschoeiing en onderhoud plus communicatie bewonersNL11_7_1
;;;Renovatie defosfatering Botshol.;Achteruitgang vermijden;;SGBP3 2021-2027;2021-2027;;;"Mogelijk leveren de nabezinksloten na onder bepaalde omstandigheden en moet er extra worden gebaggerd, de schotten in de bruggesloot moeten mogelijk onderhouden en ook vraagt de tank en de toedieningsvoorziening om onderhoud.
";WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;ACTIE ??: navraag doen of er renovatie nodig is;;dosering FEChl moet hoger….;0;0;0;0;0;0;ESF1;0;mg/m2/dag;;;0;2027;LM_20200124;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Renovatie defosfatering Botshol.NL11_7_1
;;;Staken bevloeien van rietlanden ten behoeve van vergroting rietoogst;P-belasting verlagen;;SGBP3 2021-2027;2021-2027;;IM12;Teveel aan slib en nutriënten in de waterkolom lijkt tenminste ten dele afkomstig uit afspoeling van de rietlandpercelen. Het actief bevloeien van de (= maatregel toegepast in verouderde rietlanden om de rietproductie te verhogen/ een jonger successiestadium te stimuleren) vergroot deze afspoeling  en brengt organisch materiaal in het oppervlaktewater. Daarom kijken wat reikwijde en effect van deze bevloeiing is bij pachters dhr. Jansen en dhr. Verweij. Bevloeiing limiteren of beëindigen. Rietoogst vindt mogelijk alternatieven in petgaten die verjongd zijn. Het beterft twee rietsnijders met een klein onverhard oppervlak dat bevloeid wordt. De bevloeiing vindt al 30 jaar plaats. De complexiteit (politiek-sociaal) van de oplossing weegt niet op tegen voordeel.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Provincie Utrecht;SGBP3;;geen investering maar operationele kosten;;;0;0;0;0;0;1;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Staken bevloeien van rietlanden ten behoeve van vergroting rietoogstNL11_7_1
;;;Staken lokale  inlaat van ongezuiverd water door Waverkade, onder vrij verval;P-belasting verlagen;navragen bij Winnie of deze op vervallen kan;SGBP3 2021-2027;2021-2027;vervallen;IM12;Bij 1 erf langs de Waver is nog een `pijp door de dijk’ aanwezig, waaruit permanent Waver-water het natuurgebied in stroomt onder medeneming van fosfaat en andere vervuiling. De Waver voert zeker in de zomer vrijwel uitsluitend uitslagwater van de droogmakerijen Polder Groot Mijdrecht, die belast is door landbouw en, vooral, droogmakerijkwel met bruin, brakkig en voedselrijk water. De hoeveelheid ingelaten water en daarmee ook de fosfaatvracht is niet bekend. Voorstel om deze inlaat stop te zetten en in de toekomst onmogelijk te maken.   Door de aanleg van riolering is het ook al lang niet meer nodig om de sloten rond het erf permanent door te spoelen. Bij Verweij staat de pijp niet altijd open en er zit een schot tussen sloot Verweij en Botshol.;WB;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;geen;SGBP3;;geen investering maar operationele kosten;;;0;0;0;0;0;1;ESF1;?;mg/m2/dag;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Staken lokale  inlaat van ongezuiverd water door Waverkade, onder vrij vervalNL11_7_1
;;;Volgen en sturen;Onderzoek;;SGBP3 2021-2027;2021-2027;;BE08;Het bijhouden of alle bronnen voldoende gerduceerd worden door maatregelen. Dit vraagt om een uitgebreid monitoringprogramma en periodiek terugkerende analyse.;MA;NL11_7_1;Botshol;NL11_7_1;1;n;j;Waterschap Amstel Gooi en Vecht;Natuurmonumenten;SGBP3;;ACTIE Marinka: budget idem SGBP2;;;0;0;0;0;0;0;ESF1;0;nvt;;;0;2027;LM_20190916;Amstel;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;SGBP3 2021-2027Volgen en sturenNL11_7_1
