koppelnummer;DBID;Namespace;HoortbijKRWWaterlichaam2021;HoortbijKRWWaterlichaamNaam2021;LokaalID;Naam;type;Type 2;SGBPPeriode.omschrijving;UitvoeringIn;Toelichting;ToelichtingUitgebreid;KRWMaatregel.code;KRWMaatregelNiveau.code;KRWStroomgebiedDistrict.code;OmvangNumeriekeWaarde;OmvangEenheid.code;OpnameInSGBPJN;Initiatiefnemer.code;Initiatiefnemer.naam;Partij;Initiatiefnemer.waternet;EUFonds.code;Kosten;financieringsbron;RelatieMetNatura2000Gebied;RelatieMetWaterwinning;KTM.Code;KTM.omschrijving;Kwaliteitselementen;Plan;Uitvoering;Uitgevoerd;Gefaseerd;Vervangen;Ingetrokken;Investeringskosten;beheerEnOnderhoudsKosten;interneKosten;Type maatregel voor doelen-model;Opmerkingen (deels GtH);gebiedspartner (gesprekspartner bij financiering, uitvoering of beleid);kostencategorie;afweging;Bestuur AGV;Bestuur andere overheid;Contactpersonen;esf;Totale belasting P;betreffend areaal (km of ha);OmvangWaternet;eenheid;litteratuurverwijzing;wkp;Effect verwacht vanaf;HoortbijKRWWaterlichaam_oud;aangepast;xxxxx;punten bij invoeren Wkp;oplossing
18;71395;NL11;NL11_1_1;Amstellandboezem;NL11_0222;Vispasseerbaar maken sluizen, gemalen en stuwen - fase 1;NVT;;SGBP1 2009-2015;2009-2015;Bij de Ipenslotersluis en Diemerdammersluis wordt een vissluis aangelegd.;Bij de Ipenslotersluis en Diemerdammersluis wordt een vissluis aangelegd.;IN15;MW;;7;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;;;KTM5;;Vis;0;0;0;1;0;0;;;;Vis;;geen;;gefaseerd;;;;ESF5;;;0;n;;1;nvt;NL11_1_1;LM_20190916;;;
19;71310;NL11;NL11_1_1;Amstellandboezem;90994;Onderzoeken toepassen andere oeverbeschoeiing;Onderzoek;;SGBP1 2009-2015;2009-2015;Het uitvoeren van een onderzoek naar de mogelijkheden om die delen van de boezem, waar geen ruimte in het profiel is voor de aanleg van natuurvriendelijke oevers, toch natuurvriendelijk in te richten.;Het uitvoeren van een onderzoek naar de mogelijkheden om die delen van de boezem, waar geen ruimte in het profiel is voor de aanleg van natuurvriendelijke oevers, toch natuurvriendelijk in te richten.;S01;WB;;1;n;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;1;0;0;0;;;;Onderzoek;;geen;;uitgevoerd;;;;ESF4;;;1;n;;1;2016;NL11_1_1;LM_20190916;;;
20;71380;NL11;NL11_1_1;Amstellandboezem;NL11_0145;Toepassen ecologisch onderhoud oevers hoofdwateren - fase 1;Natuurvriendelijk onderhouden en op diepte brengen;;SGBP1 2009-2015;2009-2015;Een gebiedsbrede maatregel in alle waterlichamen;Een gebiedsbrede maatregel in alle waterlichamen;BE03;MW;;30;km;j;;Waterschap;uitgevoerd;Waterschap Amstel, Gooi en Vecht;;0;0;;;;;Macrofauna_Overige Waterflora_Vis;0;0;325;0;0;0;;;;Natuurvriendelijk onderhouden EMERS;;geen;;uitgevoerd;;;;ESF4;;;0;km watergang;;1;2016;NL11_1_1;LM_20190916;;;
110;;NL11;NL11_3_2;Gaasperplas;110;Creëren van een natuurlijk verloop van oevers ipv harde beschoeiing op de overgang land-water;Oever aanpassen;Oever aanpassen;SGBP3 2021-2027;2021-2027;Aan de gemeente vragen wij om harde beschoeiingen waar mogelijk te vervangen door natuurvriendelijke oevers. Dit kan bijvoorbeeld door vooroevers aan te leggen om luwte te creëren en zo de vegetatie te beschermen tegen golfslag. ;Let op Japanse duizendknoop, die zich gemakkelijk via grondverzet kan verspreiden. Omvang nog onbekend. ;IN07;WB;;0.2;km;;;Gemeente;Gemeente;Gemeente Amsterdam;;0;0;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Beschoeiing aanpassen;;Waterschap Amstel Gooi en Vecht;afwegen financiele bijdrage;afweging financiele bijdrage: bestuurlijke keuze;;SGBP3;;ESF4;;10;0.2;km oever;;1;2027;NL11_3_2;LM_20190916;;;
111;;NL11;NL11_3_2;Gaasperplas;111;Verplaatsen van de inlaat polder Zuid Bijlmer;Waterstromen aanpassen;Waterstromen aanpassen;SGBP3 2021-2027;2021-2027;Al het water dat in de zomer wordt ingelaten stroomt nu door het Gaasperpark en de Gaasperplas. De wens is om de inlaat te verplaatsen naar het zuidwesten van de polder, zodat het inlaatwater niet door de plas hoeft te stromen en er alleen water wordt ingelaten om de plas op peil te houden.;Al het water dat in de zomer wordt ingelaten stroomt nu door het park en de plas. De wens is om de inlaat te verplaatsen naar het zuidwesten van de polder zodat het inlaatwater niet door de plas hoeft te stromen en er alleen water wordt ingelaten om de plas op peil te houden.;IM12;WB;;1;n;;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;500,000;SGBP-3/WGP;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;belastingreductie geschat obv expert judgement;Gemeente Amsterdam, Groengebied Amstelland;type 2;afweging kosten: bestuurlijke keuze;SGBP3;;;ESF1;3.868488658;;0.1;mg/m2/dag;;1;2027;NL11_3_2;LM_20190916;;;
112;;NL11;NL11_3_2;Gaasperplas;112;Verwijderen van boom- en struikopslag langs de oevers van de Gaasperplas;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;De maatregel betreft het verwijderen van boom- en struikopslag langs de waterlijn. Deze maatregel heeft ook invloed op habitatgeschiktheid (ESF4). Bomen die onderdeel van het parklandschap zijn, hoeven niet verwijderd te worden. We stemmen af met gemeente Amsterdam en Groengebied Amstelland hoe deze maatregel in het kader van de uitvoering van het Toekomstplan Gaasperplas opgepakt kan worden.;De maatregel betreft het verwijderen van boom- en groenopslag langs de waterlijn. Samen met de gemeente en groengebied kan het onderhoud verbeteren. Dit kan worden opgehangen aan de structuurschets van de Gaasperplas. Deze maatregel heeft ook invloed op ESF4, habitatgeschiktheid. Omvang: 80% verwijderen, rest past in parklandschap.;IN18;WB;;1;n;;;Gemeente;Gemeente;Gemeente Amsterdam;;0;0;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;afwegen financiele bijdrage;afweging financiele bijdrage: bestuurlijke keuze;;financiele dekking?;;ESF2, ESF4;;10;2.4;km oever;;1;2027;NL11_3_2;LM_20190916;;;
124;;NL11;NL11_2_11;Groot Wilnis-Vinkeveen Zuid;124;Stimuleren van verdiepen van watergangen in Groot Wilnis Vinkeveen Zuid;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;Aan deze maatregel wordt uitvoering gegeven via Waterdiepte op maat. Inschatting is dat vrijwel het gehele ondiepe areaal op diepte kan worden gebracht. In de praktijk kan het zijn dat dit niet mogelijk is (door loopzand, instabiliteit oevers of opbarstrisico's).Voordat de maatregel kan worden doorgevoerd moeten bronnen van baggeraanwas en de snelheid waarmee er opnieuw bagger ontstaat voldoende bekend zijn. Mogelijk moet ook erosie door vis worden verminderd.;Voordat de maatregel kan worden doorgevoerd moeten bronnen van baggeraanwas en de snelheid waarmee er opnieuw bagger ontstaat voldoende bekend zijn. Er zijn mogelijk ook viswerende maatregelen nodig. Nu wordt ingeschat dat vrijwel het gehele ondiepe areaal op diepte kan worden gebracht. In de praktijk kan het zijn dat dit niet mogelijk is (door loopzand, instabiliteit oevers of opbarstrisico's).;IN12;WB;;100.6;ha;j;;Waterschap;Boeren;Waterschap Amstel, Gooi en Vecht;;0;BA Waterdiepte op maat;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton;0;0;0;0;0;0;;;;Op diepte brengen;;DAW, agrarische collectieven;type 2;mogelijk aanvullende maatregelen nodig: deels bestuurlijk vastgesteld ;Waterdiepte op Maat;;;ESF4;;181.9;100.6;ha, totaal opp.;;1;2027;NL11_2_3;LM_20190916;;;
131;;NL11;NL11_3_8;Grote Maarsseveense Plas;131;Verwijderen van boom- en struikopslag langs de oevers van de Grote Maarsseveense plas;Natuurvriendelijk onderhouden en op diepte brengen;Natuurvriendelijk onderhouden en op diepte brengen;SGBP3 2021-2027;2021-2027;De maatregel betreft het verwijderen van boom- en struikopslag langs de waterlijn. Bomen die onderdeel van het parklandschap zijn, hoeven niet verwijderd te worden.Deze maatregel heeft ook invloed op de organische belasting (ESF7). We stemmen af met eigenaar Recreatieschap Stichtse Groenlanden hoe deze maatregel opgepakt kan worden.;Deze maatregel heeft ook invloed op ESF7, organische belasting. Er is niet veel van de oever bebost. Het parklandschap moet in stand worden gehouden. Omvang: 50% verwijderen, rest past in parklandschap.;IN18;WB;;1;n;;;Onbekend;Beheerder;ntb;;0;0;;;KTM6 ;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Open landschap herstellen;;Waterschap Amstel Gooi en Vecht;afwegen financiele bijdrage;afweging financiele bijdrage: bestuurlijke keuze;;financiele dekking?;;ESF4, ESF7;;5.3;0.1;km oever;;1;2027;NL11_3_8;LM_20190916;;"initiatiefnemer overig Recreatieschap Stichtse Groenlanden; recreatie Midden-Nederland is uitvoeringsorganisatie";
132;;NL11;NL11_3_8;Grote Maarsseveense Plas;132;Flexibel peil als buffer;Peilbeheer aanpassen;Peilbeheer aanpassen;SGBP3 2021-2027;2021-2027;Ooit beschreven als grondwatergestuurd peilbeheer (als de plas uitzakt, trekt deze meer grondwater aan). Door een flexibele compartimentering kunnen peilstijgingen in de Zodden en belasting van de Grote Maarsseveense Plas (GMP) en de Zodden verder worden geminimaliseerd. De GMP doet dienst als buffer, met een flexibeler peil (winter NAP -1,10 m) dan Zodden, waardoor de kwel op GMP zal afnemen. ;"Ooit beschreven als grondwatergestuurd peilbeheer (als de plas uitzakt, trekt deze meer grondwater aan). Door een flexibele compartimentering kunnen peilstijgingen in de Zodden en belasting van de Grote Maarsseveense Plas (GMP) en Zodden verder worden geminimaliseerd. De Grote Maarsseveense Plas (GMP) doet dienst als buffer, met een flexibeler peil dan Zodden. Het GMP-peil wordt in de winter verhoogd tot NAP -1.10 m. Deze maatregel kan los beschouwd worden van flexpeil Zodden. Flexpeil Zodden is beter, maar flexpeil GMP alleen zal ook effect sorteren.  
De kwel op GMP zal door de hogere peilen afnemen. Aangezien metingen aangeven dat de P-concentraties in kwel toenemen i.c.m. toename van periodieke zuurstofloosheid op diepte (Droog, 2019) is dit een  voordeel.
De beperkte dimensies en (geautomatiseerde) bediening van de terugslagklep zorgen er dan voor dat GMP dit wateroverschot gedoseerd en/of met een tijdvertraging zal leveren aan de Zodden. 
De Zodden krijgen bij piekbuien zo een veel geringere en kortere peilverhoging te verwerken. Om inlaat vanuit de Zodden te voorkomen in zeer droge zomers (zoals 2018) kan GMP verder uitzakken dan Zodden,  bv. naar NAP -1.50 m. Dit vermindert ook het aandeel KMP-water op de Zodden: om GMP-niveau aan te vullen moet veel water door de Zodden heen gevoerd worden. Echter: het waterpeil extra laten zakken kan alleen als de P in het kwelwater duurzaam vastgelegd kan worden: de P-concentraties in kwel zijn hoger dan in de Zodden. 
Tussen de GMP en de Plasgracht wordt een (geautomatiseerde) beweegbare stuw geplaatst (Al dan niet met een verdronken terugslagklep (water kan alleen GMP af, niet op) of een rinket, maar kan ook louter met automatisch beheer, alle opties hebben voor- en nadelen als het gaat of vispasseerbaarheid, dosering en storingsgevoeligheid). De (instelbare) dimensionering is zodanig dat de plas doorgaans het peil van de Zodden kan volgen maar piekbelastingen (niet of) langzaam kan afvoeren. Het water kan nl. bij peilverschillen beneden het stuwpeil de Grote Plas wel – gedoseerd - uit, maar niet in. ";IM12;WB;;1;n;;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;SGBP-3;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;geen;vergeten;afweging kosten: bestuurlijke keuze;SGBP3;;;ESF1;0.805279134;;0.01;mg/m2/dag;;0;2027;NL11_3_8;LM_20190916;;"invoeren lukt niet; melding gedaan bij servicedesk@ihw.nl";
134;;NL11;NL11_3_8;Grote Maarsseveense Plas;134;Weren voedselrijke kwel;Onderzoek;Onderzoek;SGBP3 2021-2027;2021-2027;Deze maatregel start met de monitoring van de kwaliteit van het kwelwater op verschillende afstanden van de plas en op verschillende momenten. Uit eerdere metingen blijkt dat de kwaliteit verslechtert. De kwaliteit van kwel is variabel en wordt beïnvloed door menselijke activiteit. Het afdekken van de bodem van de plas met een ondoorlatende laag om wegzijging en de grondwaterinflux te minimaliseren zou een maatregel kunnen zijn als uit de metingen blijkt dat de belasting van de plas vanuit het kwelwater toeneemt.;Deze maatregel start met de monitoring van de kwaliteit van het kwelwater op verschillende afstanden van de plas en verschillende momenten. Uit eerdere metingen blijkt dat de kwaliteit verslechtert. De kwaliteit van kwel is variabel en wordt beïnvloed door humane activiteit. Het afdekken van de bodem van de plas met een ondoorlatende laag om wegzijging en de grondwaterinflux te minimaliseren zou een maatregel kunnen zijn bij het scenario dat de belasting vanuit het grondwater toeneemt.;S01;WB;;1;n;;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;exploitatie KRW;;;KTM14 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Onderzoek;;geen;geen;operationeel beheer;SGBP3;;;ESF1;;;1;n;;1;2027;NL11_3_8;LM_20190916;;;
30;;NL11;NL11_1_1;Amstellandboezem;;Verwijderen waterkeringen;Morfologie aanpassen;;Niet uitvoeren;niet;Deze maatregel leidt tot herstel van een onbelemmerd stromende rivier. Maar ook tot verlies van de meeste functies. De keringen zijn onderdeel van de karakterschets van dit sterk veranderde waterlichaam.;Deze maatregel leidt tot herstel van een onbelemmerd stromende rivier. Maar ook tot verlies van de meeste functies. De keringen zijn onderdeel van de karakterschets van dit sterk veranderde waterlichaam.;IN20;MW;;;n;n;;Geen;Niet uitvoeren;Geen;;0;0;;;KTM6;;Macrofauna_Overige Waterflora_Vis;0;0;0;0;0;0;;;;Areaal nieuw;;geen;;niet uitvoeren: verlies functie;;;;ESF4;;;0;ha,submers areaal;;0;nvt;NL11_1_1;LM_20190916;;;
135;;NL11;NL11_3_8;Grote Maarsseveense Plas;135;Onderzoek naar het beperken van de interne belasting Grote Maarsseveenseplas (waterbodem);Onderzoek;Onderzoek;SGBP3 2021-2027;2021-2027;Om te bepalen hoeveel fosfor er vrij komt uit de waterbodem, moet helder worden op welke locaties de waterbodem zuurstof vraagt en hoe dik het bodemmateriaal is. Daarna kan de beste manier gevonden worden om nalevering uit de waterbodem tegen te gaan. Hier profiteren de Ouderkerkerplas en andere diepe plassen ook van.;De P-vrachten komt zowel via chemische processen in de waterbodem als via de actieve kwelflux. Eerst moet helder worden waar de zuurstofvraag is, waar en hoe dik het bodemmateriaal is. Dit zou door baggeren kunnen, het vastleggen van fosfor aan een sterker bindend medium dan ijzer (bijvoorbeeld polyaluminiumchloride), het bedekken van de bodem met zand, zuurstoftoediening, toediening van nanobubbles met zuurstof. Hier profiteren de Ouderkerkerplas en andere diepe plassen ook van.;IM12;WB;;1;n;;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;exploitatie KRW;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;Onderzoek;;geen;geen;operationeel beheer;SGBP3;;;ESF1;;;1;n;;1;2027;NL11_3_8;LM_20190916;;;
136;;NL11;NL11_3_8;Grote Maarsseveense Plas;136;Stuw plaatsen tussen de Grote Maarsseveense plas en de Maarsseveense zodden;Waterstromen aanpassen;Waterstromen aanpassen;SGBP3 2021-2027;2021-2027;Het gaat om een automatische stuw of terugslagklep: water kan wel afvoeren vanaf de plas, maar niet aanvoeren vanuit de Maarsseveense zodden. Hiervoor is een wijziging van het peilbesluit nodig, zodat het peil in de zomer verder mag uitzakken.;Automatische stuw/ terugslagklep: water kan wel afvoeren vanaf de plas, maar niet aanvoeren. Vooral in een droge zomer (zoals 2018) komt er veel water in het epilimnion. Het peil kan waarschijnlijk wel uitzakken.;IM12;WB;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;473,188;SGBP-3/WGP;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;geen;type 1;afweging kosten: bestuurlijke keuze;SGBP3;;;ESF1;0.805279134;;0.01;mg/m2/dag;;1;2027;NL11_3_8;LM_20190916;;;
137;;NL11;NL11_3_8;Grote Maarsseveense Plas;137;Tegengaan van nalevering uit de waterbodem;Voedselrijke waterbodem aanpakken;Voedselrijke waterbodem aanpakken;SGBP3 2021-2027;2021-2027;Om nalevering uit de waterbodem tegen te gaan zijn verschillende maatregelen denkbaar. Mogelijke opties zijn baggeren, vastleggen van fosfor aan een sterk bindend medium, bedekken van de bodem met zand, zuurstoftoediening, toediening van nanobubbles met zuurstof.;De P-vrachten komt zowel via chemische processen in de waterbodem als via de actieve kwelflux. Eerst moet helder worden waar de zuurstofvraag is, waar en hoe dik het bodemmateriaal is. Dit zou door baggeren kunnen, het vastleggen van fosfor aan een sterker bindend medium dan ijzer (bijvoorbeeld polyaluminiumchloride), het bedekken van de bodem met zand, zuurstoftoediening, toediening van nanobubbles met zuurstof.;IM12;WB;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;later besluit;;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;geen;type 4;afweging kosten: bestuurlijke keuze;SGBP3;;;ESF1;0.805279134;;0.5;mg/m2/dag;;1;2027;NL11_3_8;LM_20190916;;;
168;;NL11;NL11_5_5;Loosdrechtse Plas 1 t/m 5;168;Luwtestructuren voor het verkorten van strijklengte en verhogen draagkracht;Morfologie aanpassen;Morfologie aanpassen;SGBP3 2021-2027;2021-2027;Deze maatregel is onderdeel van het gebiedsakkoord Oostelijke Vechtplassen en geeft invulling aan het niet uitgevoerde deel van de de gefaseerde maatregel aanleg natuurvriendelijke oevers. Het lukt niet om de externe fosfaatbelasting lager dan de onderste grens te krijgen voor een spontane omslag naar helder en plantenrijk water. De aanleg van windbrekers of luwtestructuren zorgt voor minder opwerveling van zwevend slibe en kan de kritische grenzen omhoogschuiven, waardoor het systeem robuuster wordt en al helder kan worden bij een externe fosforbelasting die tussen beide kritische grenzen in ligt. ;Het lukt niet om de externe fosfaatbelasting lager dan de onderste grens te krijgen voor een spontane omslag naar helder en plantenrijk water. De aanleg van windbrekers of luwtestructuren kan de kritische grenzen omhoogschuiven, waardoor het systeem robuuster wordt en al helder kan worden bij een externe fosforbelasting die tussen beide kritische grenzen inligt. Wanneer er slechts moeizaam herstel optreedt kan het wegvangen van de hoge brasembiomassa helpen om het systeem te laten omslaan van een troebele naar heldere toestand. ;IN20;WB;;1;n;n;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;SGBP-2 via OVP;;;KTM6;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;1;0;0;0;0;0;;;;Luwtestructuur;;Recreatie Midden-Nederland, Natuurmonumenten;sgbp2;bestuurlijk vastgesteld;onderdeel gebiedsakkoord Vechtplassen;;;ESF1;;;1;n;;1;2027;NL11_5_1;LM_20190916;;;
32;;NL11;NL11_7_1;Botshol;;Baggeren van noordelijk deel Botshol;Voedselrijke waterbodem aanpakken;;Niet uitvoeren;niet;Basenrijke bagger kan niet verspreid worden op veenmosrietland vanwege de voedingsstoffen, afwenteling (door zuurstofloosheid) door nalevering vanuit de waterbodem verkleinen. Dit is een alternatief voor afschotten van greppels om drainage te voorkomen. Meekomend voordeel is ook dat broeikasgasemissies kleiner worden. Vraag is of ook de uitstroom defosfatering moet worden meegenomen (dit leidt tot een ander kostenplaatje). 149.5 m3.;Basenrijke bagger kan niet verspreid worden op veenmosrietland vanwege de voedingsstoffen, afwenteling (door zuurstofloosheid) door nalevering vanuit de waterbodem verkleinen. Dit is een alternatief voor afschotten van greppels om drainage te voorkomen. Meekomend voordeel is ook dat broeikasgasemissies kleiner worden. Vraag is of ook de uitstroom defosfatering moet worden meegenomen (dit leidt tot een ander kostenplaatje). 149.5 m3.;IM12;WB;;1;n;j;;Geen;Niet uitvoeren;Natuurmonumenten;;0;0;NL_HAB_83;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;10% uitspoeling;Waterschap Amstel Gooi en Vecht;;niet uitvoeren: niet effectief;afweging financiele bijdrage vanuit provincie;afweging financiele bijdrage vanuit provincie;;ESF1;1.426352248;;0;mg/m2/dag;;0;2027;NL11_7_1;LM_20190916;;;
33;;NL11;NL11_7_1;Botshol;;Drainage door begreppeling en smallere percelen verminderen;Bemesting beperken, afplaggen etc.;;Niet opnemen in SGBP3;2021-2027;Voorafgaand aan deze maatregel willen we graag monitoren wat er voor kwaliteit uit de greppels komt. Het is van belang dat er ook particulair materiaal wordt bemonsterd, want dit wordt mogelijk ook getransporteerd (hiervoor in de stromende regen monsters nemen, waarbij niet alleen de bovenlaag wordt bemonsterd). Schotjes plaatsen in de winter om te voorkomen dat neerslag in de winter te snel afstroomt. Deze maatregel is alleen nuttig als het Zwanengat niet wordt afgekoppeld. Hier zijn technische ontwerpen van die we uit de duinen kennen. ;Voorafgaand aan deze maatregel willen we graag monitoren wat er voor kwaliteit uit de greppels komt. Het is van belang dat er ook particulair materiaal wordt bemonsterd, want dit wordt mogelijk ook getransporteerd (hiervoor in de stromende regen monsters nemen, waarbij niet alleen de bovenlaag wordt bemonsterd). Schotjes plaatsen in de winter om te voorkomen dat neerslag in de winter te snel afstroomt. Deze maatregel is alleen nuttig als het Zwanengat niet wordt afgekoppeld. Hier zijn technische ontwerpen van die we uit de duinen kennen. ;IM12;WB;;1;n;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;0;0;NL_HAB_83;;KTMNL01;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;1% uitspoeling;Natuurmonumenten;;afweging kosten: bestuurlijke keuze;SGBP3;;;ESF1;1.426352248;;0;mg/m2/dag;;1;2027;NL11_7_1;LM_20190916;;onderzoeksmaatregel die al via Winnie uitgevoerd wordt;verwijderen uit WKP
202;;NL11;NL11_6_8;Hilversums Kanaal;202;Riooloverstort in 'achter de Kerk' saneren / overstortfrequentie verlagen;Rioolsystemen aanpassen;Rioolsystemen aanpassen;SGBP3 2021-2027;2021-2027;Deze maatregel is onderdeel van uitvoering van het Gemeentelijk RioleringsPlan van gemeente Wijdemeren.;Staat in GRP Wijdemeren en de fiche van provincie Noord-Holland.;IM06;WB;;1;n;;;Gemeente;Gemeente;Gemeente Wijdemeren;;0;0;NL_HAB_95;;KTM21 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;expert judgement: voor het gehele waterlichaam is effect waarschijnlijk klein voor Hilversumskanaal nu niet opgenomen in balans.;Waterschap Amstel Gooi en Vecht;geen;opnemen N2000 beheerplan: bestuurlijke keuze;;N2000-beheerplan;Toon van den Boer;ESF1;8.843226759;;0;mg/m2/dag;;1;2027;NL11_6_4;LM_20190916;;;
204;;NL11;NL11_6_2;Hollands Ankeveense plassen;204;Baggeren, bezanden of ijzersuppletie;Voedselrijke waterbodem aanpakken;Voedselrijke waterbodem aanpakken;SGBP3 2021-2027;2021-2027;De waterbodem in de noordelijke petgaten is redelijk voedselrijk en levert na. Baggeren is kostbaar en leidt mogelijk tot een tijdelijke verslechtering en een onwenselijk baggerdepot. Deze maatregel heeft ook invloed op de productiviteit van de waterbodem (ESF3). Met Natuurmonumenten wordt afgestemd hoe deze maatregel opgepakt kan worden.;Er is sprake van nalevering uit de waterbodem en de waterbodem is in de noordelijke petgaten redelijk voedselrijk. Baggeren is echter kostbaar en leidt mogelijk tot een tijdelijke verslechtering en een onwenselijk baggerdepot. Deze maatregel heeft ook invloed op ESF3, productiviteit waterbodem. Effect nog niet duidelijk. ;BE04;WB;;500;m3;;;Geen overheid;Beheerder;Natuurmonumenten;;0;0;NL_HAB_95;;KTM4 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - nutriënten_Fysische chemie - overig;0;0;0;0;0;0;;;;P-belasting verlagen;;Waterschap Amstel Gooi en Vecht, Provincie Noord-Holland;geen;faseren tot andere maatregelen zijn uitgevoerd;;;;ESF1, ESF3;2.092247604;;0.5;mg/m2/dag;;1;2027;NL11_6_2;LM_20190916;;initiatiefnemer overig: wil natuurmonumenten?;
205;;NL11;NL11_6_2;Hollands Ankeveense plassen;205;Brasem verwijderen;Fauna- en florabeheer;Brasem en kreeften verwijderen;SGBP3 2021-2027;2021-2027;Deze maatregel is pas zinvol als de waterstromen zijn omgeleid en de fosfaatbelasting onder de bovenste kritische belasting ligt. Ook is van belang dat de maatregel om visintrek te voorkomen wordt of is uitgevoerd.;Deze maatregel heeft pas zin als de waterstromen zijn omgeleid en de fosfaatbelasting onder de bovenste kritische belasting ligt. Het is van belang dat de maatregel om visintrek te voorkomen ook wordt of is uitgevoerd.;BE01;WB;;104;ha;j;;Waterschap;AGV;Waterschap Amstel, Gooi en Vecht;;246,479;later besluit;NL_HAB_95;;KTM20 ;;Macrofauna_Overige Waterflora_Vis_Fytoplankton_Fysische chemie - overig;0;0;0;0;0;0;;;;Biomanipulatie vis;;Natuurmonumenten, Provincie Noord-Holland;type 4;faseren tot andere maatregelen zijn uitgevoerd;SGBP3;Medefinanciering Provincie gewenst.;;ESF1, ESF2;;104;104;ha, totaal opp.;;1;2027;NL11_6_2;LM_20190916;;;
